"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up"
"Task","868k0eca9","Adicionar Combos","completo"," Breu
Melodia
Infaernum
Tenebra
","[]","none","",0,0,"","","Friday, June 12th 2026, 9:58:30 am -03:00","Tuesday, August 4th 2026, 11:24:05 am -03:00","Tuesday, August 4th 2026, 11:24:05 am -03:00","Tuesday, August 4th 2026, 11:24:05 am -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0ecgm","Finalizar LP","completo"," 
[22:19, 11/06/2026] Diego Câmara Obscura: raulvis, alguns dos break points tão com o texto com quebra
[22:20, 11/06/2026] Diego Câmara Obscura: acho que é só pra tablet
[22:20, 11/06/2026] Diego Câmara Obscura: ent
[22:20, 11/06/2026] Diego Câmara Obscura: então que se foda
[22:20, 11/06/2026] Diego Câmara Obscura: de usar tablet o cara já tá errado
 
[22:25, 11/06/2026] Diego Câmara Obscura: quando der, aumenta um pouco esses botões? uns 50%, porfa
 
[22:25, 11/06/2026] Diego Câmara Obscura: acho que eu fui ""elegante"" demais... eles num tão chamando atenção
[22:26, 11/06/2026] Diego Câmara Obscura: esse aqui tá sem clique
[22:30, 11/06/2026] Diego Câmara Obscura: ah, e colocar um carrossel com imagens das páginas do livro
[22:30, 11/06/2026] Diego Câmara Obscura: vou separas algumas
 
[22:31, 11/06/2026] Diego Câmara Obscura: um ""m"" a menos aqui
 
[22:33, 11/06/2026] Diego Câmara Obscura: e dá pra subir esse trecho aqui pra cima... acho que é por conta das quebras que eu comentei acima
 
[22:34, 11/06/2026] Diego Câmara Obscura: dá pra fazer o mesmo aqui
","[]","none","",0,0,"","","Friday, June 12th 2026, 9:58:45 am -03:00","Tuesday, August 4th 2026, 11:23:55 am -03:00","Tuesday, August 4th 2026, 11:23:55 am -03:00","Tuesday, August 4th 2026, 11:23:55 am -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0ecqd","Formulário Camisetas FC Tenebra","completo","
","[]","none","",0,0,"","","Friday, June 12th 2026, 9:59:06 am -03:00","Friday, June 12th 2026, 6:21:04 pm -03:00","Friday, June 12th 2026, 6:21:04 pm -03:00","Friday, June 12th 2026, 6:21:04 pm -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0ecwk","Banner Rotativo","completo","
","[]","none","",0,0,"","","Friday, June 12th 2026, 9:59:19 am -03:00","Tuesday, August 4th 2026, 11:23:58 am -03:00","Tuesday, August 4th 2026, 11:23:58 am -03:00","Tuesday, August 4th 2026, 11:23:58 am -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0ed15","Atualizar página de Financiamentos","to do","
","[]","none","",0,0,"","","Friday, June 12th 2026, 9:59:31 am -03:00","Friday, June 12th 2026, 9:59:31 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0n6pb","Adicionar produto tenebra PDF","completo","
","[]","none","",0,0,"","","Friday, June 12th 2026, 3:30:59 pm -03:00","Friday, June 12th 2026, 6:20:57 pm -03:00","Friday, June 12th 2026, 6:20:57 pm -03:00","Friday, June 12th 2026, 6:20:57 pm -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0n6qq","Liberar pdfs tenebra","completo","
","[]","none","",0,0,"","","Friday, June 12th 2026, 3:31:03 pm -03:00","Tuesday, August 4th 2026, 11:24:01 am -03:00","Tuesday, August 4th 2026, 11:24:01 am -03:00","Tuesday, August 4th 2026, 11:24:01 am -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0qqmx","Formulário camisetas","complete","
","[]","none","https://luznegra.com.br/camisetas-tenebra /  ",2,0,"Friday, June 19th 2026","","Friday, June 12th 2026, 6:16:09 pm -03:00","Saturday, June 20th 2026, 3:10:10 pm -03:00","Saturday, June 20th 2026, 3:10:10 pm -03:00","Saturday, June 20th 2026, 3:10:10 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[tenebra, financiamento]","[Sprint]","[]","","","","","","",,0
"Task","868k1cyq7","Escuridão como mecânica","pendente","
","[Pedro Alberto de Lima]","none","",0,0,"","","Monday, June 15th 2026, 8:00:28 pm -03:00","Tuesday, June 23rd 2026, 8:33:10 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868k1dna4","Criativos mídia paga","pendente","
","[]","none","",0,0,"Friday, June 26th 2026","","Monday, June 15th 2026, 9:29:25 pm -03:00","Tuesday, June 23rd 2026, 8:36:36 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[breu, mídia paga]","[Sprint]","[]","","","","","","",,0
"Task","868k1qq6j","Sprint 16/06","complete","Diego tu começou a criar série de lançamentos de mostruários (precisa pensar em um nome) para BREU, 1 artista faz o livro completo. (Meta extra do FC de Catedral dos Ímpios. Já falou com Lobo, Caio Romero, Mel e outro ilustrador que não lembrava. Vai falar com Raul Rinauldi, Anderson, Tobia, Robson e Helleborus. Cada um faria 10 a 13 monstros cada, em livros separados.
Diego vai fazer os adesivos das paredes do DOFF
LP Raul está finalizando, vai tentar finalizar até sexta
Post blog TTV BREU - Pedro precisa revisar
Diego - cobrar Roma e Bruce
Pedro vai mandar referência para criativos de BREU
","[]","none","",0,0,"Tuesday, June 16th 2026","","Tuesday, June 16th 2026, 2:09:21 pm -03:00","Thursday, June 18th 2026, 6:43:22 pm -03:00","Thursday, June 18th 2026, 6:43:22 pm -03:00","Thursday, June 18th 2026, 6:43:22 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868k1rb3h","Pré-campanha Catedral Ímpios","pendente","
","[]","none","",0,0,"Thursday, June 25th 2026","","Tuesday, June 16th 2026, 2:44:37 pm -03:00","Tuesday, June 16th 2026, 2:46:27 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[catedral-impios, newsletter]","[Sprint]","[]","","","","","","",,0
"Task","868k4efy8","Indicações Goblin de Ouro","em andamento","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, June 24th 2026","","Tuesday, June 23rd 2026, 8:31:55 pm -03:00","Tuesday, June 23rd 2026, 10:07:26 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868k4eg06","Pré-campanha Brava Gente","complete","
","[]","none","",0,0,"Thursday, July 2nd 2026","","Tuesday, June 23rd 2026, 8:32:29 pm -03:00","Wednesday, July 29th 2026, 8:09:08 pm -03:00","Wednesday, July 29th 2026, 8:09:08 pm -03:00","Wednesday, July 29th 2026, 8:09:08 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[financiamento, brava-gente]","[Sprint]","[]","","","","","","",,0
"Task","868k4egez","Anúncio parceria Brava Gente","complete","
","[]","none","",0,0,"Tuesday, June 30th 2026","","Tuesday, June 23rd 2026, 8:35:29 pm -03:00","Tuesday, July 7th 2026, 9:59:39 am -03:00","Tuesday, July 7th 2026, 9:59:39 am -03:00","Tuesday, July 7th 2026, 9:59:39 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[brava-gente]","[Email Marketing]","[]","","","","","","",,0
"Task","868k4f06p","Indicações Goblin de Ouro","em andamento","
","[]","none","",0,0,"Wednesday, June 24th 2026","","Tuesday, June 23rd 2026, 10:07:24 pm -03:00","Tuesday, June 23rd 2026, 10:07:38 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, carrossel, stories]","[Email Marketing]","[]","","","","","","",,0
"Task","868k5y2wk","O que é a Catedral?","complete","
","[]","none","",0,0,"Wednesday, July 8th 2026","","Saturday, June 27th 2026, 4:15:10 pm -03:00","Thursday, July 9th 2026, 5:45:50 pm -03:00","Thursday, July 9th 2026, 5:45:50 pm -03:00","Thursday, July 9th 2026, 5:45:50 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, catedral-impios]","[Redes Sociais]","[]","","","","","","",,0
"Task","868k5y2y1","Financiamento Começou","complete","
","[]","none","",0,0,"Friday, July 10th 2026","","Saturday, June 27th 2026, 4:16:21 pm -03:00","Monday, July 13th 2026, 10:04:46 am -03:00","Monday, July 13th 2026, 10:04:46 am -03:00","Monday, July 13th 2026, 10:04:46 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, catedral-impios]","[Redes Sociais]","[]","","","","","","",,0
"Task","868k5y2y6","Anúncio Parceria Orbital","complete","
","[]","none","",0,0,"Tuesday, June 30th 2026","","Saturday, June 27th 2026, 4:16:28 pm -03:00","Tuesday, July 7th 2026, 9:59:49 am -03:00","Tuesday, July 7th 2026, 9:59:49 am -03:00","Tuesday, July 7th 2026, 9:59:49 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, brava-gente]","[Redes Sociais]","[]","","","","","","",,0
"Task","868k5y2z5","Anúncio Brava Gente","pendente","
","[]","none","",0,0,"Monday, August 31st 2026","","Saturday, June 27th 2026, 4:17:27 pm -03:00","Wednesday, July 29th 2026, 8:09:52 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[brava-gente, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868kcp78q","RESGATE LIVRO FÍSICO","complete","
","[]","none","",0,0,"Thursday, July 16th 2026","","Wednesday, July 15th 2026, 12:55:21 pm -03:00","Thursday, July 16th 2026, 11:10:02 pm -03:00","Thursday, July 16th 2026, 11:09:53 pm -03:00","Thursday, July 16th 2026, 11:09:53 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, infaernum, tenebra]","[Email Marketing]","[]","","","","","","",,0
"Task","868kcudty","DOFF 2027","backlog","
","[]","none","lalamove  ",2,0,"Sunday, January 31st 2027","","Wednesday, July 15th 2026, 4:15:15 pm -03:00","Wednesday, July 15th 2026, 4:30:37 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[evento]","[Redes Sociais]","[]","","","","","","",,0
"Task","868kcvf6f","FC Roadkill","pendente","
","[]","none","",0,0,"Thursday, October 1st 2026","","Wednesday, July 15th 2026, 5:25:27 pm -03:00","Wednesday, July 15th 2026, 5:25:56 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[roadkill, financiamento]","[Sprint]","[]","","","","","","",,0
"Task","868khvvwd","Mídias para divulgação - Catarse","complete","
","[Diego Bassinello]","none","",0,0,"Thursday, July 30th 2026","","Wednesday, July 29th 2026, 8:19:34 pm -03:00","Wednesday, August 5th 2026, 8:54:03 pm -03:00","Wednesday, August 5th 2026, 8:54:03 pm -03:00","Wednesday, August 5th 2026, 8:54:03 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[catedral-impios]","[Sprint]","[]","","","","","","",,0
"Task","868khvw30","Anatomia do Livro","complete","
","[Diego Bassinello]","none","",0,0,"Tuesday, August 4th 2026","","Wednesday, July 29th 2026, 8:21:18 pm -03:00","Wednesday, August 5th 2026, 9:27:05 pm -03:00","Wednesday, August 5th 2026, 3:19:12 pm -03:00","Wednesday, August 5th 2026, 3:19:12 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868khvwgr","Masmorra","backlog","
","[]","none","",0,0,"Thursday, August 20th 2026","","Wednesday, July 29th 2026, 8:24:29 pm -03:00","Wednesday, August 12th 2026, 3:57:41 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, catedral-impios]","[Redes Sociais]","[]","","","","","","",,0
"Task","868khvwm9","Estatuto do Distrito da Traça","backlog","
","[]","none","",0,0,"Sunday, August 2nd 2026","","Wednesday, July 29th 2026, 8:25:16 pm -03:00","Wednesday, July 29th 2026, 8:35:12 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868khvwyw","Números do Catedral","backlog","
","[]","none","",0,0,"Wednesday, August 19th 2026","","Wednesday, July 29th 2026, 8:28:08 pm -03:00","Wednesday, August 12th 2026, 3:57:42 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[catedral-impios, criativo]","[Email Marketing]","[]","","","","","","",,0
"Task","868khvx69","Tabelas Catedral","backlog","
","[]","none","",0,0,"Tuesday, August 18th 2026","","Wednesday, July 29th 2026, 8:30:30 pm -03:00","Wednesday, August 12th 2026, 3:56:05 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[carrossel, catedral-impios]","[Sprint]","[]","","","","","","",,0
"Task","868khvx98","Ilustrações","complete","
","[Diego Bassinello]","none","",0,0,"Thursday, August 6th 2026","","Wednesday, July 29th 2026, 8:31:21 pm -03:00","Wednesday, August 12th 2026, 3:55:32 pm -03:00","Wednesday, August 12th 2026, 3:55:32 pm -03:00","Wednesday, August 12th 2026, 3:55:32 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868km11c4","Implementar B2B, com pagamento em até 30dias com emissão da nota antes do pagamento.","to do","
","[]","none","",0,0,"","","Tuesday, August 4th 2026, 11:25:01 am -03:00","Tuesday, August 4th 2026, 11:25:01 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868km11ur","Ferramenta para gerar relatório de Royalts","to do","
","[]","none","",0,0,"","","Tuesday, August 4th 2026, 11:26:07 am -03:00","Tuesday, August 4th 2026, 11:26:07 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868kmc38b","Masmorras de Galora","contrato","
","[]","none","",0,0,"","","Tuesday, August 4th 2026, 7:16:50 pm -03:00","Tuesday, August 4th 2026, 7:16:58 pm -03:00","","","Diego Bassinello","Produção","hidden","Lançamentos","[868kmc3gd]","[https://app.clickup.com/t/868kmc3gd]","","[Lançamentos]","[]","","","","","","",,0
"Task","868kme2ve","Projeto Base (NÃO APAGAR)","backlog","
","[]","none","",0,0,"","","Wednesday, August 5th 2026, 12:25:01 am -03:00","Wednesday, August 5th 2026, 12:47:15 am -03:00","","","Diego Bassinello","Produção","hidden","Lançamentos","[868kme33x, 868kme3bw, 868kme5ca, 868kmeebg, 868kme5h2, 868kme6db, 868kmeped, 868kmezqe]","[https://app.clickup.com/t/868kme33x, https://app.clickup.com/t/868kme3bw, https://app.clickup.com/t/868kme5ca, https://app.clickup.com/t/868kmeebg, https://app.clickup.com/t/868kme5h2, https://app.clickup.com/t/868kme6db, https://app.clickup.com/t/868kmeped, https://app.clickup.com/t/868kmezqe]","","[Lançamentos]","[]","","","","","","",,0
"Task","868kmz6x2","Anatomia do livro","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, August 5th 2026","","Wednesday, August 5th 2026, 9:18:57 pm -03:00","Wednesday, August 5th 2026, 9:19:48 pm -03:00","Wednesday, August 5th 2026, 9:19:40 pm -03:00","Wednesday, August 5th 2026, 9:19:40 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, catedral-impios]","[Email Marketing]","[]","","","","","","",,0
"Task","868kmz84g","Ilustrações","pendente","
","[Pedro Alberto de Lima]","none","",0,0,"Thursday, August 13th 2026","","Wednesday, August 5th 2026, 9:26:15 pm -03:00","Wednesday, August 12th 2026, 3:55:35 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, catedral-impios]","[Email Marketing]","[]","","","","","","",,0
"Task","868kqjyw9","Corte Gameplay","pendente","
","[]","none","",0,0,"Wednesday, August 12th 2026","","Wednesday, August 12th 2026, 3:56:57 pm -03:00","Wednesday, August 12th 2026, 3:57:40 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868kqjz5j","Divulgação Gameplay","complete","
","[]","none","",0,0,"Tuesday, August 11th 2026","","Wednesday, August 12th 2026, 3:57:20 pm -03:00","Wednesday, August 12th 2026, 3:57:36 pm -03:00","Wednesday, August 12th 2026, 3:57:26 pm -03:00","Wednesday, August 12th 2026, 3:57:26 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, criativo]","[Redes Sociais]","[]","","","","","","",,0
